NB_Thread;Run_ID;Eff
4;52;0.0
4;53;0.0
4;54;0.0
4;55;0.0
4;56;0.0
4;57;0.0
4;58;0.0
4;59;0.0
4;60;0.0
4;61;0.0
4;62;0.0
4;63;0.0
4;64;0.0
4;65;0.0
4;66;0.0
4;67;0.0
4;68;0.0
4;69;0.0
4;70;0.0
4;71;0.0
4;72;0.0
4;73;0.0
4;74;0.0
4;75;0.0
4;76;0.0
4;77;0.0
4;78;0.0
4;79;0.0
4;80;0.0
4;81;0.0
4;82;0.0
4;83;0.0
4;84;0.0
4;85;0.0
4;86;0.0
4;87;0.0
4;88;0.0
4;89;0.0
4;90;0.0
4;91;0.0
4;92;0.0
4;93;0.0
4;94;0.0
4;95;0.0
4;96;0.0
4;97;0.0
4;98;0.0
4;99;0.0
8;0;0.0
8;1;0.0
8;2;0.0
8;3;0.0
8;4;0.0
8;5;0.0
8;6;0.0
8;7;0.0
8;8;0.0
8;9;0.0
8;10;0.0
8;11;0.0
8;12;0.0
8;13;0.0
8;14;0.0
8;15;0.0
8;16;0.0
8;17;0.0
8;18;0.0
8;19;0.0
8;20;0.0
8;21;0.0
8;22;0.0
8;23;0.0
8;24;0.0
8;25;0.0
8;26;0.0
8;27;0.0
8;28;0.0
8;29;0.0
8;30;0.0
8;31;0.0
8;32;0.0
8;33;0.0
8;34;0.0
8;35;0.0
8;36;0.0
8;37;0.0
8;38;0.0
8;39;0.0
8;40;0.0
8;41;0.0
8;42;0.0
8;43;0.0
8;44;0.0
8;45;0.0
8;46;0.0
8;47;0.0
8;48;0.0
8;49;0.0
8;50;0.0
8;51;0.0
8;52;0.0
8;53;0.0
8;54;0.0
8;55;0.0
8;56;0.0
8;57;0.0
8;58;0.0
8;59;0.0
8;60;0.0
8;61;0.0
8;62;0.0
8;63;0.0
8;64;0.0
8;65;0.0
8;66;0.0
8;67;0.0
8;68;0.0
8;69;0.0
8;70;0.0
8;71;0.0
8;72;0.0
8;73;0.0
8;74;0.0
8;75;0.0
8;76;0.0
8;77;0.0
8;78;0.0
8;79;0.0
8;80;0.0
8;81;0.0
8;82;0.0
8;83;0.0
8;84;0.0
8;85;0.0
8;86;0.0
8;87;0.0
8;88;0.0
8;89;0.0
8;90;0.0
8;91;0.0
8;92;0.0
8;93;0.0
8;94;0.0
8;95;0.0
8;96;0.0
8;97;0.0
8;98;0.0
8;99;0.0
16;0;0.0
16;1;0.0
16;2;0.0
16;3;0.0
16;4;0.0
16;5;0.0
16;6;0.0
16;7;0.0
16;8;0.0
16;9;0.0
16;10;0.0
16;11;0.0
16;12;0.0
16;13;0.0
16;14;0.0
16;15;0.0
16;16;0.0
16;17;0.0
16;18;0.0
16;19;0.0
16;20;0.0
16;21;0.0
16;22;0.0
16;23;0.0
16;24;0.0
16;25;0.0
16;26;0.0
16;27;0.0
16;28;0.0
16;29;0.0
16;30;0.0
16;31;0.0
16;32;0.0
16;33;0.0
16;34;0.0
16;35;0.0
16;36;0.0
16;37;0.0
16;38;0.0
16;39;0.0
16;40;0.0
16;41;0.0
16;42;0.0
16;43;0.0
16;44;0.0
16;45;0.0
16;46;0.0
16;47;0.0
16;48;0.0
16;49;0.0
16;50;0.0
16;51;0.0
16;52;0.0
16;53;0.0
16;54;0.0
16;55;0.0
16;56;0.0
16;57;0.0
16;58;0.0
16;59;0.0
16;60;0.0
16;61;0.0
16;62;0.0
16;63;0.0
16;64;0.0
16;65;0.0
16;66;0.0
16;67;0.0
16;68;0.0
16;69;0.0
16;70;0.0
16;71;0.0
16;72;0.0
16;73;0.0
16;74;0.0
16;75;0.0
16;76;0.0
16;77;0.0
16;78;0.0
16;79;0.0
16;80;0.0
16;81;0.0
16;82;0.0
16;83;0.0
16;84;0.0
16;85;0.0
16;86;0.0
16;87;0.0
16;88;0.0
16;89;0.0
16;90;0.0
16;91;0.0
16;92;0.0
16;93;0.0
16;94;0.0
16;95;0.0
16;96;0.0
16;97;0.0
16;98;0.0
16;99;0.0
32;0;0.0
32;1;0.0
32;2;0.0
32;3;0.0
32;4;0.0
32;5;0.0
32;6;0.0
32;7;0.0
32;8;0.0
32;9;0.0
32;10;0.0
32;11;0.0
32;12;0.0
32;13;0.0
32;14;0.0
32;15;0.0
32;16;0.0
32;17;0.0
32;18;0.0
32;19;0.0
32;20;0.0
32;21;0.0
32;22;0.0
32;23;0.0
32;24;0.0
32;25;0.0
32;26;0.0
32;27;0.0
32;28;0.0
32;29;0.0
32;30;0.0
32;31;0.0
32;32;0.0
32;33;0.0
32;34;0.0
32;35;0.0
32;36;0.0
32;37;0.0
32;38;0.0
32;39;0.0
32;40;0.0
32;41;0.0
32;42;0.0
32;43;0.0
32;44;0.0
32;45;0.0
32;46;0.0
32;47;0.0
32;48;0.0
32;49;0.0
32;50;0.0
32;51;0.0
32;52;0.0
32;53;0.0
32;54;0.0
32;55;0.0
32;56;0.0
32;57;0.0
32;58;0.0
32;59;0.0
32;60;0.0
32;61;0.0
32;62;0.0
32;63;0.0
32;64;0.0
32;65;0.0
32;66;0.0
32;67;0.0
32;68;0.0
32;69;0.0
32;70;0.0
32;71;0.0
32;72;0.0
32;73;0.0
32;74;0.0
32;75;0.0
32;76;0.0
32;77;0.0
32;78;0.0
32;79;0.0
32;80;0.0
32;81;0.0
32;82;0.0
32;83;0.0
32;84;0.0
32;85;0.0
32;86;0.0
32;87;0.0
32;88;0.0
32;89;0.0
32;90;0.0
32;91;0.0
32;92;0.0
32;93;0.0
32;94;0.0
32;95;0.0
32;96;0.0
32;97;0.0
32;98;0.0
32;99;0.0
